audit_version,as_of,domain_query,provider,query,lookback_days,title,published,age_days,source_name,publisher_url,article_url,source_tier,source_score,source_role,materiality_score,domain_fit_score,rank_score,relevance_terms,decision,reason,event_id,owner_domain,selected
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Ohio Scraps Controversial Plan to Ease Data Center Wastewater Discharges - Circle of Blue,2026-07-28,12,Circle of Blue,https://www.circleofblue.org,https://news.google.com/rss/articles/CBMixwFBVV95cUxPNFFzRkQ4aVhHSWl3UzRCLWR6Q1lfcTVWMjFSUEQ3OW5EbmpsemdwSEtWVFpfbW5ZMHRMRkZtcW85TU9lU3dkSi1nd3pUSlRMLXBrVzBCVUNnRk4xS0d6NGZ3a1NQRV9KVG8yMlBJREI0eEIyWjc1Q3pDaG1UVlF0dXlzRHhYR2RMOWNtZV9fbEhIbzJvMUFodUM1em1RNFVWdC1Ic2N3U3ZBOE5iQlpiaDVGTW1nUzdkQi1QMHBTSXRiU2JsRjM4?oc=5,unapproved,0.0,none,0.0,8.0,8.0,water|wastewater,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,"Data Centers Should Be Required To Disclose Water And Energy Use, City Panel Recommends - Block Club Chicago",2026-08-06,3,Block Club Chicago,https://blockclubchicago.org,https://news.google.com/rss/articles/CBMixgFBVV95cUxPdTh5TW9adlFtaGlqeS1EM2hGZmFOSnZHMVdtVWFpY2RjRlZ1a001VU8wVW4wNmxWRW9RSWExRWFSN1BuNjRoWkYwYWN6Z04zMGg2dGxVVDJSX3RoaUw4cG00YUhMbmNuQ2pLOGxPaHlzZHBidThXYU1UQ1pxY1NVdzRYQlVPZzNLS0Ruc1BqR0ItQ1RFNEduaHBUTjJXenJ6V25RZ3NQb1lYeE9wSng4YTJFVkF3RE1iSlhRV2hnU2ZxV3oyMEE?oc=5,unapproved,0.0,none,0.0,4.0,4.0,water,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,"Data center fees, special trust, sod tax could help raise $20B to protect water supply in Colorado - The Colorado Sun",2026-07-31,9,The Colorado Sun,https://coloradosun.com,https://news.google.com/rss/articles/CBMihwFBVV95cUxPVHZjLWhNWmlIVEpQb1NYOXNWRGluMUowd1Z5SDNYbURHNkkxREJuX1VlbThKbUhjMFhZT29WTF9mdGRiWmNXbHEtUko1Y1lCQUdJVWl1cmo0OGxFVm1LVmt5RnZqbmxDMVpLeUpsZHBWQTUwVnBrNnRXRC02cURaOFg1ZDRTY1E?oc=5,unapproved,0.0,none,0.0,4.0,4.0,water,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,"Concern about data center impacts on Great Salt Lake grows, now for Tooele project’s wastewater - Utah News Dispatch",2026-07-28,12,Utah News Dispatch,https://utahnewsdispatch.com,https://news.google.com/rss/articles/CBMizwFBVV95cUxQMWdMajlfV0hpSTc4OUFkOURxcGg5ZC1LNDQ0Y2x1X01nNXdyeDN0TXdXUzRCQnJVUjk3cWxrWUlaZGZWNVRVZ1loUEFWbmx2cEsxLU9uN3Utd0dQTGRFS2lEbHg5c0kyNjdoa18tUmZDcVV2RGhYYlRLbFB5eUFROEVydlM4dHM2SFVRWEpPNkd5ZnoxZGtWODVZMXhvOU5NY05VeTRVN1oxdHotLXRURG02VHdYMlRRTmp6S2lzUmJ6ZTZYNnhVQVQ3NFF0Y0U?oc=5,unapproved,0.0,none,0.0,8.0,8.0,water|wastewater,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Why School Districts Must Be Part of Data Center Conversations in Texas - Texas Association of School Boards (TASB),2026-07-30,10,Texas Association of School Boards (TASB),https://www.tasb.org,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOeXV0RDl3QmN4VkhZMWdFbjRmdDljelp1UVRoeGl0T3F2Um4yWi1sYmRCUEljOE1CYmRHM0hmYWtteFBoQmhlVWVzZXdLQTBGTUVxUkUwVElxcHdkR1pxLV9rNmF1VEJzTjJ1UE5Tdm9YMGtoeTl6bUQzeW9hVmJOc2NXSWNjU2pIdXgw?oc=5,unapproved,0.0,none,0.0,0.0,0.0,,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Goochland residents rebuff data center developer Tract ahead of permit application - Virginia Mercury,2026-07-27,13,Virginia Mercury,https://virginiamercury.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxQb0VQRmlVUmhSTDI5VFhLTjVZMzVuOEF3RFdTaGNuWDV1OG1uY0dMUWo2LWtSM1k1eTI2cHZzbmJiejNFQnZ6LTNfRHBBbXRmblotem9zVTU0NzlYQTNxUElwSzBEdnhmMUoxWlRWalNZMTZIb09uQnFiVXBwdHNJYk1xc1NLSlVQQ3Ezc3lUT20wZmhGNWFKTHFodVJGNFJKZFNNcFNTSFhLQ0FpRnhBVHhmal9NWlZBYklZdUJDQQ?oc=5,unapproved,0.0,none,6.0,0.0,6.0,permit,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,The Data Center-Driven Drought is Coming for the West - Counterpunch,2026-08-07,2,Counterpunch,https://www.counterpunch.org,https://news.google.com/rss/articles/CBMimgFBVV95cUxNQnF4dy1HamlpaDMyN293M3N4dnQ4YjU1QW9lLVJoTXU4dE04R29JaEJ5TUZ4OXNBbkFhVjluaTBVUHFVbnRUNXRvOGlzQlJNTWJTU3Rtang5Y1JnRlhROVlJb0E0OHdGTFYyN3FLVW1LelNFd0hZcFVXSDExd1dULTlfYjlBdVMyNC1HVkNFV2RHWHZYcERRd3B3?oc=5,unapproved,0.0,none,0.0,4.0,4.0,drought,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Botetourt County planning commissioner concerned about data center’s future water impact - WDBJ7,2026-07-30,10,WDBJ7,https://www.wdbj7.com,https://news.google.com/rss/articles/CBMivgFBVV95cUxPNGoxd3RZNUx4QTZYT1E0ZHFDa0o3TVlYOXpRMzBBTDQteFlweFZqUjBQZXBFU2d4TFdYME1PSGoyajRWNWxhVW1LbFVwT1JfR2hrTkZKSE9ybFFfU25Cd21VVUlkNGgzWVpDd1ctQzl2S2t5UVBPNV95NUdVS0dRdndEQUh3a2NRRnppMWt2alRHcmNRRTRfaTJHVHFvM0MwSU44X3J2MThVUFdVZ1dnRUNGcS0tWmRPUXphYlh30gHSAUFVX3lxTE9VWERYUnJzTnpwSjNyYlkyTEtmdzdOSEpxc1hNTDdGRDRnV3RyR0VodkFEbm9WeW1RVkhYS0I3ZnZmank0U0thNVgtUUVFOTRHQ0RZa1cxUjJOM0JRRGMwQ0hBNU9UVmFEeU04MV9XYmJZZ19uc2ZDWk92OVQ3dWUzbFNwX3VHdHBseEVyY3loNmIzX3p3WGFGcUE2MnVyNXJrdzlLY3FKTUxwWVkzZ3pXYzVmUV9rUGMzYmE1enhaME5ZWndvUmRWVndxWTBIUk9OQQ?oc=5,unapproved,0.0,none,0.0,4.0,4.0,water,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Why Do Data Centers Use So Much Fresh Water? - Bloomberg.com,2026-08-05,4,Bloomberg.com,https://www.bloomberg.com,https://news.google.com/rss/articles/CBMilgFBVV95cUxQdE44YjVmN0xSMlhKaE9rWm1rUVh4U0Nva0h3cWlJQ2ZKWVM3NHp0UEtDMU5qcU1weGwzZ293ZjR3TUh6U2plbHpmYnlWcEE3MFVoT2ZYTjVCU0hCb3kwamJRV1dOdFV1MlNVczdGQlFaOXZ5b3ZRTkg0SnhrRkpwYWNlSWUxR1h4VXBUVGUwekZFSU5RLVE?oc=5,preferred,92.0,secondary,0.0,4.0,96.0,water,rejected,"no material action, result, release, or status change",,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,"OpenAI, Oracle data center seeks permit to discharge wastewater into Saline River - MLive.com",2026-07-30,10,MLive.com,https://www.mlive.com,https://news.google.com/rss/articles/CBMiygFBVV95cUxPbHVjWGdoOEU1REdZUmdGMENHS1RISG9oX1llSnRINTkyemVvdFB3bTloTzNFVHByaTRXRll0MXAtT0ZlV1RfNVc3UEw2RmpBLTBia3lyNTZIN0JGWmdIUU1zYUdUbk52VUlEekU0T1JQejRUOTlzWDJmT2YwZmVLVmIzNU50anF2Tm45dTF5ZVUzbXdxMGo5aHp6ZGNFV0RfUm5mbDBDaVJkeU1tanh3QkNUbXZ1LTF1YmpyQUZQLVRTbmtjQmFFemJn0gHeAUFVX3lxTE92bjZELWJlSWR4TE1FQ1V3WjZIYWdQbmEtc2NwTzFYcFpFYmtJcVM0dGpwMFNvejU4OUxfZzRHd3IxNGV2TExsUDJYX1pFRkY1MU1seWRIZHE4ZlZwWUUxQ2t4QTlvODZTa2xZNjFSZHQ1WTFySFBHUTdiVDZoYngzSmJQc0pxa1N4Ulh3cHlrbEVXVkVNWFE2TGlHUzZpbzZQWUlFQ0lxNWF2LU1YeG1UY01rUkM5QjBGSDJ0RHZwUThkWFBHbmdjUkFrZEhTbkVxS2w4MklsZG9HZUgyQQ?oc=5,unapproved,0.0,none,6.0,12.0,18.0,water|wastewater|permit,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Data center designed to use up to 3 million gallons on Salem’s hottest days - Salem Reporter,2026-08-05,4,Salem Reporter,https://www.salemreporter.com,https://news.google.com/rss/articles/CBMitgFBVV95cUxPY1JGamg5NHJBcjVOVHRZLTN1XzhXWTA0bFBaR0Q3QXd4YmZxZDdTTkZzT0FrUGJtWTM3RnlTUDFGWjYzYmJJaXlxbklKQUxYVnFReXdyX1RfUHIzc0RwcE1tTHRXQnRFQ0MzenJ1UXhnTzJXVGRVSUNhS2lmbF9RYmZKT1hMZVVNLU45VFdSLURLTU5lMFZfcG9HRVk0S3dQRXdBcE5uX1NXcl9Fa2hTYVBLS05DQQ?oc=5,unapproved,0.0,none,0.0,0.0,0.0,,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,"Saline River at center of permit request tied to Oracle, OpenAI data center in Saline Township - WXYZ Channel 7",2026-07-31,9,WXYZ Channel 7,https://www.wxyz.com,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPYXhsQ1NZYlYxaWhTNzl5SkVmNXJCY3Zid3FFUGcwVHZUYUZ0VTNyY1dGUWxFc2dic19nQlkxeEhiX0ZHRHJNMGcyTS1vT3k4M3RaSmljQ1FhLXdBbk93c3JJYWV6aGgyR2ZrQ3NjdEh2Q09ncnI4d3NMWnBRWHUxU3ZnR0p1NnVRYkdDZTZucnZxTGV4N00zNHdlbTFjc05DUTk0YVd1aVZVd0d1QmFLMUNDRnFtbTZyZVBjTHBBT0FoTG5iVnJ5RC12b3I3UGtTYXdnMDlkUDZFRXM?oc=5,unapproved,0.0,none,6.0,4.0,10.0,permit,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Austin leaders eye water conservation measures for major projects as data center growth raises resource concerns - Community Impact,2026-07-29,11,Community Impact,https://communityimpact.com,https://news.google.com/rss/articles/CBMi-wFBVV95cUxNeTBya1hwZXVyaHcwQmdvMVBQTFlVQU5FSG4wTGJRVGM0SHBUMTZENm9rM2NtbHZ2LV9wRnJRQV9HUnZuNFdJM1RIY3V1TkVDMjhuVUdRaU1jWTZzZlkwQWVQdTlXN1hYVzR3WXB0cHdJTHdfX2tWZWNWMXdLREhHbzdZaWx4LTdLSjExTURneEJQTjZKcHoxQnljMm5JNk1jVnZtSlV4Z1AyVnk3SFhkN2ZaRHgtb0N0WlltQVhLaHV3cDBZM1d1c21tYU4yVmJpSl9WTWkwX3lfd2VNLThscVA1VTl2QlVjdkhuSU85RlFJMXE3OUVNNm9kOA?oc=5,unapproved,0.0,none,0.0,4.0,4.0,water,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,New York Enacts First Statewide Moratorium on Data Centers - JD Supra,2026-08-06,3,JD Supra,https://www.jdsupra.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE0tNFh2UVhLSjRKbDhOZ0F1M3Q4cHBxdzJHQUxFc2lpUUo2UjkzQWZkZVBhWTRISndUb2pSelUzMXRhWGt0S1FnVVVSZVRwUVJ0NGFON3pUS1pIN0pmVHV1RE4wS3hFaEMzdUN3TFFRVmtpaVlrQlEyelhxS19fakU?oc=5,unapproved,0.0,none,6.0,0.0,6.0,,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Cowen: Brownsville to Consider Data Center Moratorium Following Application Withdrawal Near Port - Rio Grande Guardian,2026-08-03,6,Rio Grande Guardian,https://riograndeguardian.com,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPbFlId2pRckYzUDJNaHhtX0NsR1BUSXFKUklxMi00aU4tWmRmT3RNTHpUdExtU3cxbzVSNGNxbmZ2YS04RjdDcWpQRnFPX2w3TnhSemZCcGxGX20zMXZ6V0ZHX1o5RF9QT0RBTDNiWVdZU2lHelVrSVkxMjdmQjRqZC14dUE3QVotSWRsaTNXcjNUQkN4cktMNEc3R3YzQVFaVmlnVGp0czNyb3E0aXc3V3ZtTmVOd0lMbzhpNWZyVS1ra2h6S3FjeHZHcGx6STh6Qmc0UVVB?oc=5,unapproved,0.0,none,6.0,4.0,10.0,withdrawal,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,Ohio citizens showed power by stopping state EPA approval for data center pollution of waterways - TiffinOhio.net,2026-07-29,11,TiffinOhio.net,https://tiffinohio.net,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPRnctb0F1Q19tUDJtUU55eUdKMEVIV0d3MHFWWW5hTUVOdzZLMWFwZXRpdWlsMk5WYXlkMlk2WGM4Vm1lUERCN2p5aFRoR2xab0xod29DT2V4U2dPcS0wMlNFc3ZwdW1vMU9jb2dGY3BRRFlxT21ldzhGMUNFN2tNQzZieF9oZGZ5?oc=5,unapproved,0.0,none,0.0,4.0,4.0,water,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,The Fight Against AI Data Centers Is Spreading Globally - Amherst Indy,2026-08-07,2,Amherst Indy,https://www.amherstindy.org,https://news.google.com/rss/articles/CBMimwFBVV95cUxQMExMQ2RIcllQYzdiWlJTZkJZT1Jvc2tZRjg4ejNEcDFQd1M0TGJrLVFoZjZ4S3F6bFRMUWVZRG9jRkdoektQLTlldDBKLXhOSWR6aEhWeEt3akRwcWt5cDN5N1dvNGVkQjNSWWQ1c2RiMVd1WVJKeGZpNTlSeFd5NVRtMnNESU9RSE8weUxVQWh1YkEtWkVYd1BnSQ?oc=5,unapproved,0.0,none,0.0,0.0,0.0,,rejected,not on automated source allowlist,,,False
1.0,2026-08-09,water,google_news_rss,(data center water OR wastewater infrastructure OR industrial water permit OR drought water supply),14,"DAILY DIGEST, 8/4: Judge says environmental groups fell short in bid to pause CA water projects; Climate change made the West’s snow drought far more likely—but it’s still not the new normal; Good news, bad news for wildfire weather situation in western U - mavensnotebook.com",2026-08-04,5,mavensnotebook.com,https://mavensnotebook.com,https://news.google.com/rss/articles/CBMiswJBVV95cUxOT0ZKMUJWeEtyQk1TU1FTLXNsUXV5RkZDLVpEaTNUUkxxNk56WnpNVC16T1k1a0NDTkR5b3dCWXBNRVJka2pDcmR3UUx1SWhLYWhMRC1uU3BvdTZqY0FQcjkwUngxTkhaUUVsVDNQbzlTVlU3TGlkaWIzbVB2Y1JPMm5Fd1JQZDJpR3FXNU1jbEhWZlo3SG1wTDYwbEVzMEFhaGxIS2w4RmVIMVJ4MTg2bkVSM1V2MHVlaUhENFVCWlVZSkhwR2x0ZEJwcDVkQzA5UGEydXF0VmdqOTQxNjF5dmN0MkwyMGF1MlNuZ1dhdHY3UElJMTBnNFZQb1dIcWs5ekx3LXpaY0VsMUZ0cHRiMGJoUFhPSlpuVm1CeFktUGJTVHlUdjhTZVM3bFBwVDY3aC1F?oc=5,unapproved,0.0,none,0.0,8.0,8.0,water|drought,rejected,not on automated source allowlist,,,False
