audit_version,as_of,domain_query,provider,query,lookback_days,qualification_tier,qualification_tier_label,effective_minimum_materiality,topic_anchor_required,source_policy,title,published,age_days,source_name,publisher_url,article_url,source_tier,source_score,source_role,materiality_score,domain_fit_score,rank_score,relevance_terms,topic_anchor_terms,decision,reason,event_id,owner_domain,selected,discovered_via,discovery_source_url,evidence_path,requires_approved_evidence,grounding_version,grounding_status,source_resolved_url,source_text_method,source_text_chars,source_evidence_hash,headline_similarity,source_published_date,source_modified_date,grounding_reason,grounding_error,tier_failures,preground_cluster_representative,preground_cluster_size,evidence_resolution_status,evidence_resolution_attempts,evidence_seed_grounding_reason,evidence_source_name,evidence_resolution_query,evidence_resolution_error,preground_retained_duplicate,discovery_scope
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),7,A,Preferred,8.0,True,strict,County Board defends data center approval in court - illinoistimes.com,2026-09-23,2,illinoistimes.com,https://www.illinoistimes.com,https://news.google.com/rss/articles/CBMijwFBVV95cUxQN0JhODlpak93X2loQVBpM2RuemdOeWFiVDY2RGw1cHZINE5rZG9sekpTa25CdmEtMWdaSWxjSkFpTWhyemtlT3VDbWlhdWE1UFBwVnp5Vlp3WDE5VFNHeEMyWmdoWWswY3p2cUl6WDF5WUNJME13MUx2ZFhzcG5IQmhWOWtCdFdtbnJFVE8wdw?oc=5,unapproved,0.0,none,9.0,4.0,33.5,data center|approval,data center,discovery_lead_observed,unapproved discovery lead retained for audit only; routine unattended grounding is approved-source-first,auto-2026-09-23-12a942cb5ff8,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Three people in custody after disturbance at Colorado data center meeting - kktv.com,2026-09-18,7,kktv.com,https://www.kktv.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxQY1ZtbHprZ2JrQUNQLTlUd25LUWl3WjE4STFDblgxYU90bTU5ZEEzNnZxT01JeF9TQmxFd0JCQk52ZVVWbTI5Nmx4U1U3VXV0Z1Zya19ESlpRRDBTUmVNN0RkQVFJbDZEX3k5aTF0NzFMM2dDeGFQMHhDYlFIUHlmX09NYmo0Q1NLVUlFQl9DLVh4T0RYMk5oUTJlZUthUjlITlVObVYyYWZsZ3N3aGZFTFNTcw?oc=5,unapproved,0.0,none,0.0,4.0,9.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:outside tier lookback window | B:outside tier lookback window | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Large data centers approved on Franklin County farmland despite resident outcry - STLtoday.com,2026-09-15,10,STLtoday.com,https://www.stltoday.com,https://news.google.com/rss/articles/CBMimgFBVV95cUxNUkdiUTJ3d2Jjd1hJZmxTTE1BNVFiV2lmcG85WXdRV1Rkd0RBTzh0ZUVkMXd1elF3SVFzMWFEM25saGtEOEZsVDUtWmJ4bzlaQVAtV25GWjFjSW9sSEYtZGxMLTNqaXlzSDl0bDA5b2VIbE4xOTJvaG9nRWo4U041bHN0c3lrSzlnVWhNYWdqcjI2Q2dpZnp1Mmln?oc=5,unapproved,0.0,none,9.0,4.0,28.5,,,rejected,outside tier lookback window,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:outside tier lookback window | B:outside tier lookback window | C:outside tier lookback window | D:outside tier lookback window | E:outside tier lookback window,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Palm Beach County halts data centers for one year - Sun Sentinel,2026-09-24,1,Sun Sentinel,https://www.sun-sentinel.com,https://news.google.com/rss/articles/CBMilAFBVV95cUxQOEZDWVJ2NzJiVDZneXVuMnNNZmx3U0R3ZThrX2kxZ2M4cGxXYWxMNGlCbmtLTnJEUmN0MGk0bmJieGlFRFpEVVJIU1V4WU5JTzdEc0g1clFGLUlYU2J4cXp2R3RER1BFNlExVS1rRENVZlVJX2NoR2tmWGtoVmQySGIxLVkxSHJlaTlnSXI1Q2M1MTNK?oc=5,unapproved,0.0,none,0.0,4.0,15.0,,,rejected,no domain relevance term,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:no domain relevance term | B:no domain relevance term | C:no domain relevance term | D:no domain relevance term | E:no domain relevance term,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,This SC county gave the green light to a new power plant. But what about data centers? - Post and Courier,2026-09-25,0,Post and Courier,https://www.postandcourier.com,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOaGtlOWhUX3pZU2tqQTQ2ZGJiNnVwV1F1Sl9SZkFvSGdmYmVFaHJkWGFWeFFhS1NmQlpkVHJpbWdpOVQ2eHY1YmoxSU9JMXFPeHBuYjVlRk9GYUJ3NkV3S012MnFveUwzd25tSE5uMzBUeWxOV2JEYzk1MjRXTlBFU1VmbGpHLVV6X0pPamFUMVJmVGJCVjd1Wk9FQmd3bVlYRFlDZGp3dmRGd0VDUWJmN1ZacExYTGFfMTd1NHliX0Y2TWRwRTAtdXI3dzdiWXlIWHdqeXFRSXI?oc=5,unapproved,0.0,none,0.0,4.0,16.0,,,rejected,no domain relevance term,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:no domain relevance term | B:no domain relevance term | C:no domain relevance term | D:no domain relevance term | E:no domain relevance term,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Trump’s Home County Halts Data Centers Amid President’s AI Push - Newsweek,2026-09-25,0,Newsweek,https://www.newsweek.com,https://news.google.com/rss/articles/CBMimwFBVV95cUxPajdSbkZKNHl3QThfMHZYM2hPa1hyY2xQVV9WcjUtWjVHdm1HVmhEc2pQSXdGUF9kX3IwaGhSVS1MWnNjaWp5NHVia2ZoUV9KalgtVkVGbjQ4ZlFJX1gyZERCbWVDVFZKT090QmI4Y0hKOU9rV3V2Vzg2bkI4NjAtX0dsSkpPVjA3TVRiOHQ4QzFRT2NrN2psVGtmTQ?oc=5,unapproved,0.0,none,0.0,4.0,16.0,,,rejected,no domain relevance term,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:no domain relevance term | B:no domain relevance term | C:no domain relevance term | D:no domain relevance term | E:no domain relevance term,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Proposed data center on BLM land draws resistance - The Lewiston Tribune,2026-09-24,1,The Lewiston Tribune,https://www.lmtribune.com,https://news.google.com/rss/articles/CBMimwFBVV95cUxOa3hDQndmaTRLSGU1ODgxam5LUk1zZEtMVE9OUEFJc05CR1BEX1JtcDlDeURIVXJkRmNWUnd2RlRnMVdldUx2ODVkZDZjcXRrY0dkN1pHRkEzUHNoSkMzTzQydGtFUV9hYWRRVWkzbkJzY0paRXJtamVSanFIZldBdzhvUFFhQnI5SVBQMlA4Q3N3aE8ySEpyNk96dw?oc=5,unapproved,0.0,none,0.0,4.0,15.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:insufficient domain materiality | B:insufficient domain materiality | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Nevada Gov. Lombardo signs executive order for data center guardrails - Reno Gazette Journal,2026-09-18,7,Reno Gazette Journal,https://www.rgj.com,https://news.google.com/rss/articles/CBMizAFBVV95cUxOLXJhQmtCRVVwQm9aZzhJZE9YN0U1OEdKWlVvQm9MdTYtNUcwdnlHXzJRMERSTHEwVmhveVBoT0FXUkVGVDVKWi1QdVBUanJtLWtLUlBmOUtPMmJtSHJDT3ZETWlZb1N3clNveU1URDZBQTRZOGRZQ3N2VUU1RF9qYnBORlh1Ymw2NDFmTVpBSTZLOHM1WTNfX1Y1TkFNUTRvc0NBcWpWdnJEUDFfQmkzQ21SeGF3TFdDTkJSSzFRemdFMThlQ2VQbEZ2ejM?oc=5,unapproved,0.0,none,0.0,4.0,9.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:outside tier lookback window | B:outside tier lookback window | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),7,A,Preferred,8.0,True,strict,Guilford Commissioners Take First Step Toward Data Center Moratorium - The Rhino Times of Greensboro -,2026-09-19,6,The Rhino Times of Greensboro -,https://www.rhinotimes.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxOVXJXSUEyWWg4QnN1aU44aWhPeEZfbllhclJNaTlBaXBDaExtd25zcVNnNXZTd0JtdHRxbzh0RDliYzl1RGVEc3NaR2dEZ1hXRmFUaFk2ZV9VV3p0dHpjbWYxWjY3aUFKeDd4TDl5S01iTklGNm1KTkxmSHdjYU9CZ0FLaG4zMS1yQUVZWmhQQ3Atazg4b2FlelhNclJzLVRIbkM0OTJCS0N5ODN3dzRQN1JnTQ?oc=5,unapproved,0.0,none,14.0,8.0,48.0,data center|moratorium,data center,discovery_lead_observed,unapproved discovery lead retained for audit only; routine unattended grounding is approved-source-first,auto-2026-09-19-e53a70560e9d,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Abbott says data centers must agree to lower Texans' eletricity bills - Times Record News,2026-09-22,3,Times Record News,https://www.timesrecordnews.com,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPRkRKVWNiWTlNc3cyWFNlSnNqdGlvTkdoUHRJaHlmbGItZG9KajQzRThJLW0wRVFNV2l0aTRhM2lVa2dLNUlzSHpxdTF5Nk5DQVRKRnpONEJFbXRkR1JVY2ljNEF0elZBZXZNeG9wbGxTeVQ5UVZMU1JvOUVNSjVpQlR6VGFJVUdKak03UkxyN1JZWGRYOVRjN2UxNndWVHFjNDFpYnB1bkV3bjlENXhLYTlSaGFnVDhka3pNdlcxQU1OQ2VtVFRKTS1YcmtrMElad2lldjV3?oc=5,unapproved,0.0,none,0.0,4.0,13.0,,,rejected,no domain relevance term,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:no domain relevance term | B:no domain relevance term | C:no domain relevance term | D:no domain relevance term | E:no domain relevance term,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Salem pauses data center projects for 4 months - KPTV,2026-09-22,3,KPTV,https://www.kptv.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxQSk5mQjBVdEdaUkJFa0lXcVlHOU5FaDBLeDFlLXJmT0VBZUhLUm0zaHVyQk10YXcyVDdIeEhDOFBmVEJwQkNHb0dJektHZlFPcnNLMFRlby1BdDBDbTJoWkt4TXlWWFFjVlNVd1QwUkVDd0pLTFhCTldXRW9oZVNMTg?oc=5,unapproved,0.0,none,0.0,4.0,13.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:insufficient domain materiality | B:insufficient domain materiality | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Protesters Call for Halt of Pittsburg A.I. Data Center - dvcinquirer.com,2026-09-24,1,dvcinquirer.com,https://www.dvcinquirer.com,https://news.google.com/rss/articles/CBMinwFBVV95cUxOTVdKejgwaEhmcVRDdS1vT2hwdlZRUTE3dnk1eVNtZDJEMV9wZkFsTHgzYVluYUdiYkk2ek9YUjVKWUJmOXJ2S0w3RDV4cl9JaUlHNVlOS3pRd0JQWVBJVF9PTGYzZGpjTVFIdGg0RTItS3E1X3JiRmdSa3pBS0swM09RUk1qdkRMRFRGZEVnNHhFN0M3MlRWaU52RlM2YUE?oc=5,unapproved,0.0,none,0.0,4.0,15.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:insufficient domain materiality | B:insufficient domain materiality | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Data center developers talk about the current environment - The Business Journals,2026-09-24,1,The Business Journals,https://www.bizjournals.com,https://news.google.com/rss/articles/CBMiogFBVV95cUxPYUNObG9FWXVLNzBzQ2pRUnZuYWMyTXJuc0c1cnE2U1A4aXozbFZYUWdwenJyS1J1WkE5aGlIR0ZQajdBSnlCSF9VN0RaMHZpNzlxZkMwbFhjTHBBTjlMalpfbVJwS2lQSlBPVUZGSTZwTDZONWY2ekxCYlFtbVNjR1VORjFGc28xM1ZZZ2lIOFlVS1ZHMzB5X2p6LTRDSUVybkE?oc=5,unapproved,0.0,none,0.0,4.0,15.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:insufficient domain materiality | B:insufficient domain materiality | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),7,A,Preferred,8.0,True,strict,Bureau of Land Management asks court to revisit Boulder City data center approval - ktnv.com,2026-09-25,0,ktnv.com,https://www.ktnv.com,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOOHBWSUhnc0VFV2VMWkc5Ym1hS1JEcThZdFJ1YUx3TlBsMWJUQXBiWUQ4NjBWbnpzR3VtR19iNHFzR2FyQlloNkl0ZHMzMDZJOGJKRGdDZGNObU14YmQxRG44XzY0SjN4bkZqUElMY083MUZsYnpCLWhjOHAtWnZNOUNMTzBBdlZ2YVR0TW9LRnBfc01VYUg2b1FKVWxJWTZUOWZXOU52RkdOWUE?oc=5,unapproved,0.0,none,9.0,4.0,35.5,data center|approval,data center,discovery_lead_observed,unapproved discovery lead retained for audit only; routine unattended grounding is approved-source-first,auto-2026-09-25-cbd0dcbc88de,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Palm Beach County pauses large data centers; smaller Project Tango plan remains approved - WPEC,2026-09-24,1,WPEC,https://cbs12.com,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPbjM2S2ZRX25ZQ21sNWhTc1FHa05CWVZhRXJHVHhzZmdUdEc3cEEwNThscTZGS2hwc0hNclRUNWh5VFBKcjAtS1k2clFETElDRmJGSjRYY09qRWptLWthYXpNdnhyS1BUcHpucE9NTEZKX2ROY2ZsOGRMc3pIYkI5cGphWTJXbUNlWTlRY0lRYjc0TjUxNDI1Z0RmRGNMN1F1RFhPUjVCb2RtVjZOYzZPTTk5VkFSOXlrZ0dxOGFPQ3pHYkc0d0dtVnl5S3VFb01objY5b2Q3Ml9ZdWFFRzhNbw?oc=5,unapproved,0.0,none,9.0,4.0,37.5,,,rejected,no domain relevance term,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:no domain relevance term | B:no domain relevance term | C:no domain relevance term | D:no domain relevance term | E:no domain relevance term,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Data Centers Are Facing Growing Opposition - All-About-Industries,2026-09-16,9,All-About-Industries,https://www.all-about-industries.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxQQ1pLZ091TTY0cER5UVBSNGlocHA0dmJydFJRY2FlZEhEV3BGRWowQUtzVWlfajhqVGlTSFdkUlJJQnlCQldMR255WUpTbUwyeHFvblhXVlF0YkFidjROb1dteFJmN2Z6YmVxb1pQRDJVWlVzUXJ2TVhhR21mTjFzVTkybWJES2JMTGN4VXMxcmJ3XzBtNTczZ0t5ZFZsZFJsRWZoN2hqWTdVS0ZWSXc?oc=5,unapproved,0.0,none,0.0,4.0,7.0,,,rejected,no domain relevance term,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:outside tier lookback window | B:outside tier lookback window | C:no domain relevance term | D:no domain relevance term | E:no domain relevance term,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,East Bay Official Says She’s Gotten Death Threats Over Huge New Data Center Near Contra Costa Canal - SFist,2026-09-18,7,SFist,https://sfist.com,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOSnlRRzctaWdlWXgxakJ1UENoZkg3dnN5NFRqV05jc1M0THJBTC1nWGthYzZHNEFKYUxsV0NxMHlSRXdwWHNDNGJITWlvb3NiQWZwRjB3STQtdV9wOU0yRG1Gbm53VmFSUEIwX1RhZU5UMWZUY1JJLVVLTTd3b3EtNHZ0SjJ2ZUtfMWFKallTdzhJMl9jZWlVZjNMSUtqMlp6V0dWRmFKdmVkRnEza1lUcHNYZnZ4aGQ4TW5FakF2Zk5YRTUyZmxEaw?oc=5,unapproved,0.0,none,0.0,4.0,9.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:outside tier lookback window | B:outside tier lookback window | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Indianapolis approves tax breaks for $4.3 billion Sabey data center project - WTHR,2026-09-16,9,WTHR,https://www.wthr.com,https://news.google.com/rss/articles/CBMi8wFBVV95cUxQam9hcnhWalhBQVh2UmlwUnl4ZS1fek1lNDBMZjFobEF2VEtCT1JzNXNHUTliX09fWVIydFRpdEFRQ1FkeUoyMDhVVGdlLTNvOTdDMEFmS1ZiUFNvR081Wmsyellzc3Zob1NUT0NZRWtVZVBYMWFwbnZndHdWZElnSUduTVNJdk92a1ZkNXQtR0hmU2ZWR0RYN3R4azNhUEVZSWdKZW50SDNVVzMtWEplY2lzWjN0MHRQREludlhvYklMb2ZqeW1wVGMxNDR2M1g0dWRySDA0bXpNZnlqNEJ4N1dVMHVSTmRwOWtlNVZnNE9uZ0k?oc=5,unapproved,0.0,none,0.0,4.0,7.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:outside tier lookback window | B:outside tier lookback window | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,C,Expanded window,3.6,True,strict,Maya Barkin: 300 Data Center Bans Have Delayed Just Three Projects - finance.biggo.com,2026-09-18,7,finance.biggo.com,https://finance.biggo.com,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1XZktCNzVSbHNmQUxGZnJoR01JN01PT1JyN2R0LXlvaXFDcnFZY0xIQWhHelNYZmhiWFU1eGdDVWN0alptbEU5STY0ZUlIaEtQN2pNZjFYcC1xeWM?oc=5,unapproved,0.0,none,10.0,4.0,34.0,data center,data center,discovery_lead_observed,unapproved discovery lead retained for audit only; routine unattended grounding is approved-source-first,auto-2026-09-18-581c6dd55e29,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:outside tier lookback window | B:outside tier lookback window,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,Digital Realty scales back Kansas data center plans after build-to-suit client falls through - The Business Journals,2026-09-23,2,The Business Journals,https://www.bizjournals.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxPNEZicmJCV3ZwMDZ5Wjdlb25vSlZPQ0dQZ3Z2N2JpUk9qSGU1TldRVkJ0aVc0UjdTaS1tQXhUd25xQW4wc1FtYkpLTERvLWxDZ0RHeUJvbEMyOUlTUGQyclRlMjR3OC1FRm52Z1RobEdVWTZKTkZoUXFoOWk2cU9zV2tXRjQ5TEllY3N5M1JtbTBIdDVhYkxlSkJtNmlXLUowOWtvY3hxbEYwd2dMcEE?oc=5,unapproved,0.0,none,0.0,4.0,14.0,data center,data center,rejected,insufficient domain materiality,,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,A:insufficient domain materiality | B:insufficient domain materiality | C:insufficient domain materiality | D:insufficient domain materiality | E:insufficient domain materiality,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),7,A,Preferred,8.0,True,strict,St. Louis data center project moves forward with approval of community benefits agreement - The Labor Tribune,2026-09-24,1,The Labor Tribune,https://labortribune.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxPVDZxS3NRUm92bTc1WmRMd2VUajBMa3pYOHpKaXgyS3ZjQlZIWHBRdVljR3hqaU5BbUNkUElzdnh1LWt3MklBZ0xxUEotc3YzQjF1NjZqQzJNTGpadkdadmo2UFg5XzNWSTdsaVpOWjNrdlZQTEctWUZhaUhSRFkyY3F1N2ZjNno1V182ZDROVWdOaUwtcnFoNERkemtMQzQyTG4tZ0UwOEpBSWV5ZGFOX3BxdmY?oc=5,unapproved,0.0,none,9.0,4.0,34.5,data center|approval,data center,discovery_lead_observed,unapproved discovery lead retained for audit only; routine unattended grounding is approved-source-first,auto-2026-09-24-621d969a9fa0,,False,google_news_rss,,discovery_lead_requires_approved_evidence,True,4.6,not_attempted,,,0,,,,,,,,,,,,,,,,,
3.9,2026-09-25,data_center,google_news_rss,(data center construction OR data center campus OR hyperscale campus) || (data center permit OR data center moratorium OR data center zoning) || (data center capacity OR colocation capacity OR hyperscaler campus) || (data center project delay OR data center cancellation OR data center approval),10,E,Minimum threshold,0.4,False,strict,New Texas rules require deposits for major projects seeking grid connections - San Antonio Express-News,2026-09-21,4,San Antonio Express-News,https://www.expressnews.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxPTS1lWjFxUEdoOVRHWWpTV0h3Z0FpSkFpeGJtVktkTWhPZkQtWVZRRzg1cEs0eXdOUTItWHdvMWp0bm1BWHFZd0o1Wlg0QzNfZG5NdEdoVW1ZZ0hOVGlIUkpldkRfQm5TOEFlTUs0MEF2QXJqRTRiQ3NuUWRWMzNKelNHMmtucTNHOXVXTFZFQkdKNm9mNGRmQXJMTVFWTk12?oc=5,local,78.0,secondary,0.0,0.0,84.0,,,rejected,no domain relevance term,,,False,google_news_rss,,progressive_eligible_source,False,4.6,not_attempted,,,0,,,,,,,A:no domain relevance term | B:no domain relevance term | C:no domain relevance term | D:no domain relevance term | E:no domain relevance term,,,,,,,,,,
