O*NET-SOC Code,Occupation,SOC Major Code,Major Occupational Group,Human Direct LLM Exposure,Human Blended LLM Exposure,Human LLM + Software Exposure,GPT-4 Direct LLM Exposure,GPT-4 Blended LLM Exposure,GPT-4 LLM + Software Exposure,Benchmark Vintage,Source,Source URL,Attribution boundary
11-3013.00,Facilities Managers,11,Management,9.09090909090909,27.27272727272727,45.45454545454546,0.0,31.818181818181817,63.63636363636363,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3013.01,Security Managers,11,Management,25.0,53.57142857142857,82.14285714285714,7.14285714285714,48.21428571428571,89.28571428571428,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3021.00,Computer and Information Systems Managers,11,Management,30.303030303030297,56.06060606060607,81.81818181818183,12.12121212121212,53.03030303030303,93.93939393939394,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3031.00,Financial Managers,11,Management,3.7037037037037,42.59259259259259,81.48148148148148,0.0,48.14814814814814,96.29629629629628,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3031.01,Treasurers and Controllers,11,Management,15.78947368421052,40.78947368421052,65.78947368421052,0.0,47.36842105263157,94.73684210526316,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3031.03,Investment Fund Managers,11,Management,17.14285714285714,52.85714285714286,88.57142857142857,0.0,50.0,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3051.00,Industrial Production Managers,11,Management,15.151515151515149,34.84848484848485,54.54545454545454,6.06060606060606,48.48484848484848,90.90909090909092,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3051.01,Quality Control Systems Managers,11,Management,18.86792452830188,47.16981132075472,75.47169811320754,7.54716981132075,50.943396226415096,94.33962264150944,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3051.02,Geothermal Production Managers,11,Management,13.33333333333333,38.33333333333333,63.33333333333333,20.0,48.33333333333333,76.66666666666666,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3051.03,Biofuels Production Managers,11,Management,7.14285714285714,17.85714285714285,28.57142857142857,0.0,28.57142857142857,57.14285714285714,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3051.04,Biomass Power Plant Managers,11,Management,12.5,28.125,43.75,3.125,32.8125,62.5,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3051.06,Hydroelectric Production Managers,11,Management,11.42857142857142,31.428571428571427,51.42857142857142,5.71428571428571,34.28571428571428,62.857142857142854,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3061.00,Purchasing Managers,11,Management,11.42857142857142,47.14285714285714,82.85714285714285,22.85714285714285,58.57142857142858,94.28571428571428,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3071.00,"Transportation, Storage, and Distribution Managers",11,Management,17.85714285714285,47.32142857142857,76.78571428571428,3.57142857142857,48.21428571428571,92.85714285714283,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3071.04,Supply Chain Managers,11,Management,14.54545454545454,47.27272727272727,80.0,0.0,49.09090909090909,98.18181818181819,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3111.00,Compensation and Benefits Managers,11,Management,18.42105263157894,46.05263157894737,73.68421052631578,13.157894736842099,51.315789473684205,89.4736842105263,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3121.00,Human Resources Managers,11,Management,14.000000000000002,45.0,76.0,4.0,48.0,92.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-3131.00,Training and Development Managers,11,Management,4.54545454545454,47.72727272727273,90.90909090909092,9.09090909090909,50.0,90.90909090909092,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",11,Management,10.20408163265306,24.489795918367342,38.775510204081634,4.08163265306122,36.73469387755101,69.38775510204081,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9021.00,Construction Managers,11,Management,20.0,40.0,60.0,4.444444444444439,44.44444444444445,84.44444444444444,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",11,Management,28.125,51.5625,75.0,6.25,46.875,87.5,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9032.00,"Education Administrators, Kindergarten through Secondary",11,Management,27.27272727272727,45.454545454545446,63.63636363636363,1.8181818181818101,41.81818181818181,81.81818181818181,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9033.00,"Education Administrators, Postsecondary",11,Management,34.14634146341463,47.5609756097561,60.97560975609756,2.4390243902439,43.90243902439024,85.36585365853658,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9041.00,Architectural and Engineering Managers,11,Management,11.42857142857142,38.57142857142857,65.71428571428571,0.0,47.14285714285714,94.28571428571428,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,11,Management,0.0,27.58620689655172,55.172413793103445,10.34482758620689,41.37931034482758,72.41379310344827,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9051.00,Food Service Managers,11,Management,18.75,39.58333333333333,60.416666666666664,6.25,41.66666666666666,77.08333333333333,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9071.00,Gambling Managers,11,Management,26.47058823529412,48.529411764705884,70.58823529411764,32.35294117647059,57.35294117647059,82.35294117647058,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",11,Management,23.52941176470588,38.23529411764705,52.94117647058824,17.64705882352941,35.29411764705882,52.94117647058824,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9081.00,Lodging Managers,11,Management,26.08695652173913,38.04347826086956,50.0,4.347826086956521,45.65217391304347,86.95652173913044,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9111.00,Medical and Health Services Managers,11,Management,11.42857142857142,37.14285714285714,62.857142857142854,0.0,42.85714285714285,85.71428571428571,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9121.00,Natural Sciences Managers,11,Management,36.66666666666666,56.666666666666664,76.66666666666666,13.33333333333333,56.666666666666664,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9121.01,Clinical Research Coordinators,11,Management,22.03389830508474,46.61016949152542,71.1864406779661,15.254237288135588,52.542372881355924,89.83050847457628,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9121.02,Water Resource Specialists,11,Management,14.634146341463412,42.68292682926829,70.73170731707317,4.8780487804878,50.0,95.1219512195122,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9131.00,Postmasters and Mail Superintendents,11,Management,23.8095238095238,45.23809523809523,66.66666666666666,14.28571428571428,52.38095238095237,90.47619047619048,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9141.00,"Property, Real Estate, and Community Association Managers",11,Management,20.45454545454545,43.18181818181818,65.9090909090909,0.0,44.31818181818182,88.63636363636364,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9151.00,Social and Community Service Managers,11,Management,25.0,44.64285714285714,64.28571428571428,7.14285714285714,39.28571428571428,71.42857142857142,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9161.00,Emergency Management Directors,11,Management,40.0,60.0,80.0,0.0,42.22222222222222,84.44444444444444,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9171.00,Funeral Home Managers,11,Management,28.57142857142857,53.57142857142857,78.57142857142857,14.28571428571428,42.85714285714285,71.42857142857142,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9179.01,Fitness and Wellness Coordinators,11,Management,8.695652173913041,29.34782608695652,50.0,8.695652173913041,38.04347826086956,67.3913043478261,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9179.02,Spa Managers,11,Management,14.28571428571428,35.71428571428571,57.14285714285714,23.8095238095238,52.38095238095237,80.95238095238095,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9199.01,Regulatory Affairs Managers,11,Management,19.23076923076923,53.846153846153854,88.46153846153847,11.53846153846153,55.769230769230774,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9199.02,Compliance Managers,11,Management,34.0,54.0,74.0,8.0,52.0,96.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9199.08,Loss Prevention Managers,11,Management,11.32075471698113,36.79245283018867,62.264150943396224,5.66037735849056,43.39622641509433,81.1320754716981,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9199.09,Wind Energy Operations Managers,11,Management,18.75,40.625,62.5,6.25,43.75,81.25,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9199.10,Wind Energy Development Managers,11,Management,26.66666666666666,53.333333333333336,80.0,6.66666666666666,53.333333333333336,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
11-9199.11,Brownfield Redevelopment Specialists and Site Managers,11,Management,20.93023255813953,40.69767441860465,60.46511627906976,4.65116279069767,46.51162790697674,88.37209302325581,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",13,Business and financial operations,30.43478260869565,36.95652173913043,43.47826086956521,17.391304347826082,54.347826086956516,91.30434782608697,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1021.00,"Buyers and Purchasing Agents, Farm Products",13,Business and financial operations,5.55555555555555,25.0,44.44444444444444,5.55555555555555,52.77777777777778,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",13,Business and financial operations,10.0,40.0,70.0,3.33333333333333,46.666666666666664,90.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",13,Business and financial operations,15.78947368421052,36.84210526315789,57.89473684210527,5.26315789473684,47.36842105263157,89.4736842105263,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1031.00,"Claims Adjusters, Examiners, and Investigators",13,Business and financial operations,18.0,49.0,80.0,8.0,52.0,96.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1032.00,"Insurance Appraisers, Auto Damage",13,Business and financial operations,14.28571428571428,50.0,85.71428571428571,0.0,50.0,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1041.00,Compliance Officers,13,Business and financial operations,45.45454545454546,61.36363636363637,77.27272727272727,45.45454545454546,68.18181818181819,90.90909090909092,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1041.01,Environmental Compliance Inspectors,13,Business and financial operations,29.268292682926827,48.78048780487805,68.29268292682927,17.07317073170731,45.12195121951219,73.17073170731707,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1041.03,Equal Opportunity Representatives and Officers,13,Business and financial operations,36.66666666666667,50.0,63.33333333333333,40.0,60.0,80.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1041.04,Government Property Inspectors and Investigators,13,Business and financial operations,17.64705882352941,35.29411764705882,52.94117647058824,11.76470588235294,44.11764705882353,76.47058823529412,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1041.06,Coroners,13,Business and financial operations,32.43243243243243,45.94594594594595,59.45945945945946,13.513513513513509,33.783783783783775,54.054054054054056,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1041.07,Regulatory Affairs Specialists,13,Business and financial operations,42.85714285714285,66.96428571428571,91.07142857142856,8.92857142857142,53.57142857142857,98.21428571428572,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1041.08,Customs Brokers,13,Business and financial operations,31.818181818181817,60.22727272727273,88.63636363636364,27.27272727272727,63.63636363636363,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1051.00,Cost Estimators,13,Business and financial operations,15.38461538461538,48.07692307692308,80.76923076923077,0.0,50.0,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1071.00,Human Resources Specialists,13,Business and financial operations,37.77777777777777,58.88888888888889,80.0,33.33333333333333,64.44444444444444,95.55555555555556,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1074.00,Farm Labor Contractors,13,Business and financial operations,0.0,0.0,0.0,0.0,14.28571428571428,28.57142857142857,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1075.00,Labor Relations Specialists,13,Business and financial operations,11.32075471698113,44.33962264150943,77.35849056603773,16.981132075471688,54.71698113207547,92.45283018867923,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1081.00,Logisticians,13,Business and financial operations,18.18181818181818,45.45454545454546,72.72727272727273,9.09090909090909,50.0,90.90909090909092,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
13-1081.01,Logistics Engineers,13,Business and financial operations,47.36842105263157,68.42105263157893,89.4736842105263,3.50877192982456,51.754385964912274,100.0,2023 task rubric,"Eloundou, Manning, Mishkin, and Rock — GPTs are GPTs",https://github.com/openai/GPTs-are-GPTs,"Static theoretical task exposure to LLM capabilities and LLM-powered software; not observed adoption, automation, displacement, employment change, or a forecast."
